area_type,availability,size,total_sqft,location,bath,LONGITUDE,LATITUDE,balcony,price
Super built-up  Area,17-Jun,2,1020.181859,"Thanisandra,Bangalore",2,13.055985,77.622157,1,46
Plot  Area,Ready To Move,2,1070.135002,"Vaishali,Ghaziabad",5,28.6423,77.3445,,65
Super built-up  Area,Ready To Move,2,2400.384061,"Tiruchanur,Tirupati",3,13.603543,79.460402,2,50
Plot  Area,Ready To Move,3,1767.388826,"Kompally,Secunderabad",3,17.546483,78.480303,2,77.5
Super built-up  Area,Ready To Move,1,524,"Tathawade,Pune",3,18.6182,73.7447,2,26.2
Super built-up  Area,Ready To Move,2,923.7875289,"Sector-63A Gurgaon,Gurgaon",2,28.359199,76.836683,2,120
Super built-up  Area,Ready To Move,3,1657.275439,"Banashankari Stage VI,Bangalore",2,12.9223,77.5532,1,100
Super built-up  Area,Ready To Move,2,680,"Mulund (West),Lalitpur",2,19.1759,72.9522,2,170
Built-up  Area,Ready To Move,2,1100.478469,"Gorwa,Vadodara",4,22.3301,73.1611,0,23
Super built-up  Area,Ready To Move,3,1701.694915,"Bhatagaon,Raipur",3,21.152442,81.090184,2,50.2
Super built-up  Area,18-Oct,1,451.0309278,"Shalimar Garden Extension II,Ghaziabad",2,28.689982,77.339807,2,14
Super built-up  Area,Ready To Move,3,2727.856226,"Rajarhat,Kolkata",1,22.54111,88.33778,1,85
Super built-up  Area,Ready To Move,2,1000,"Cantonment,Vizianagaram",3,18.11667,83.41667,2,30
Super built-up  Area,Ready To Move,3,1790.18976,"Sector-81 Gurgaon,Gurgaon",2,28.388225,76.946376,1,100
Super built-up  Area,21-Dec,2,1100.352113,"Patuli GhoshPara,Kolkata",3,22.598675,88.438512,2,25
Built-up  Area,Ready To Move,2,1232.162459,"Sector 80 Faridabad,Faridabad",2,28.381971,77.347688,1,44.9
Plot  Area,Ready To Move,1,497.988891,"Dharapur,Guwahati",2,26.13722,91.62778,1,26
Super built-up  Area,Ready To Move,3,1726.017442,"Kadugodi,Bangalore",2,12.995285,77.766797,3,95
Super built-up  Area,Ready To Move,3,1320.052802,"Kharadi,Pune",3,18.5438,73.9438,2,110
Super built-up  Area,Ready To Move,2,990.0990099,"New Shanti Nagar,Raipur",2,21.250076,81.660749,1,25
Plot  Area,Ready To Move,1,675.0441375,"Sector-35G Kharghar,Lalitpur",4,24.69028,78.41889,2,65
Super built-up  Area,Ready To Move,2,674.0361283,"Punkunnam,Thrissur",3,10.5339,76.2085,3,25
Super built-up  Area,Ready To Move,1,775.1114886,"Sector-99 Noida,Noida",3,28.543278,77.358896,3,36.5
Built-up  Area,Ready To Move,2,718.1042049,"Powai,Lalitpur",2,19.12,72.91,1,180
Built-up  Area,Ready To Move,4,3200,"Sector-150 Noida,Noida",2,28.429614,77.481711,1,180
Plot  Area,Ready To Move,2,945.1795841,"Giduri,Satna",6,24.586021,80.787404,0,30
Built-up  Area,Ready To Move,2,1089.028042,"Laxmi Nagar,Maharashtra",3,20.07911,73.911636,1,160
Super built-up  Area,Ready To Move,2,942.1518749,"Mysore Road,Bangalore",2,12.96991,77.59796,1,50
Super built-up  Area,18-Aug,2,1370,"Nirman Nagar,Jaipur",2,19.980678,79.297436,2,82.2
Built-up  Area,Ready To Move,2,1265.111049,"Andalpuram,Madurai",2,9.90708,78.102316,1,90
Super built-up  Area,Ready To Move,3,1394.31121,"Dhokali,Lalitpur",2,24.69028,78.41889,2,100
Super built-up  Area,Ready To Move,2,800,"Chandapura,Bangalore",2,12.80009,77.71182,2,27
Super built-up  Area,18-Jul,3,1505.144771,"Zirakpur,Chandigarh",2,30.662283,76.822397,2,62.9
Super built-up  Area,21-May,3,1067.270375,"Shiv Mandir,Siliguri",2,25.232239,71.392013,1,33
Super built-up  Area,Ready To Move,3,1400.059577,"Kathreguppe,Bangalore",2,12.913771,77.768321,2,94
Super built-up  Area,Ready To Move,1,728.9473684,"Pratap Nagar,Jaipur",2,26.807408,75.838659,2,27.7
Super built-up  Area,Ready To Move,3,1293.103448,"Raj Nagar Extension,Ghaziabad",2,26.900926,75.775927,1,37.5
Super built-up  Area,Ready To Move,3,106469.0027,"Vishrantwadi,Lalitpur",2,24.69028,78.41889,1,9480
Super built-up  Area,Ready To Move,3,2939.624633,"Sector-65 Gurgaon,Gurgaon",2,28.403138,77.070052,3,390
Plot  Area,18-Jan,2,1431.068385,"Sector-66A Mohali,Mohali",3,30.661104,76.746082,1,65.5
Carpet  Area,Ready To Move,3,1350.063532,"BTM 1st Stage,Bangalore",2,12.96991,77.59796,2,85
Super built-up  Area,Ready To Move,1,750.1630789,"Pal Gam,Surat",4,21.189685,72.841062,0,23
Plot  Area,Ready To Move,3,1170.074459,"Ghodbunder Road,Lalitpur",3,24.69028,78.41889,1,99
Super built-up  Area,Ready To Move,2,1121.076233,"Dixit Nagar,Lalitpur",3,24.69028,78.41889,2,45
Super built-up  Area,Ready To Move,4,1904.761905,"Sector-44 Chandigarh,Chandigarh",2,30.714837,76.751896,1,100
Super built-up  Area,Ready To Move,4,7054.132802,"Sector-81 Gurgaon,Gurgaon",2,28.388225,76.946376,1,460
Super built-up  Area,Ready To Move,2,950.0285009,"Malad (East),Maharashtra",3,19.1758,72.8643,0,150
Super built-up  Area,Ready To Move,2,969.9321048,"Mylasandra,Bangalore",3,12.852041,77.616315,2,40
Super built-up  Area,Ready To Move,1,636.0078278,"Sector 35I Kharghar,Mumbai",2,19.038205,73.06612,3,52
Super built-up  Area,20-Dec,4,4578.507945,"Sathya Sai Layout,Bangalore",1,12.929162,77.629041,1,340
Super built-up  Area,Ready To Move,1,700.0259269,"Wagholi,Pune",3,18.5823,73.983,2,27
Super built-up  Area,Ready To Move,3,1859.637775,"Majiwada,Lalitpur",4,19.218498,72.992114,3,230
Super built-up  Area,Ready To Move,3,1700.186606,"ISBT Tutikandi,Shimla",3,31.097061,77.154897,3,82
Super built-up  Area,Ready To Move,3,1847.187238,"Sector-86 Gurgaon,Gurgaon",2,28.397468,76.945489,3,110
Super built-up  Area,Ready To Move,1,509.5541401,"Panvel,Maharashtra",3,18.966114,73.148278,3,40
Super built-up  Area,18-Apr,3,1427.424391,"Prince Anwar Shah Rd.,Kolkata",2,22.56972,88.36972,1,160
Super built-up  Area,Ready To Move,2,715.0518413,"Jaisinghpura,Jaipur",3,26.532207,75.520538,3,20
Super built-up  Area,18-Apr,3,1393.214227,"Nehru Nagar,Bangalore",2,19.062322,72.880754,2,85
Plot  Area,Ready To Move,2,900.3215434,"Sector-127 Mohali,Mohali",5,30.768683,76.650876,2,22.4
Super built-up  Area,18-Dec,2,1000,"Thane West,Mumbai",2,19.18,72.96333,2,120
Super built-up  Area,Ready To Move,2,800,"City Center,Gwalior",2,26.209302,78.194369,2,35
Built-up  Area,Ready To Move,1,445.0304928,"Kasar vadavali,Maharashtra",2,20.084522,72.900306,2,54
Super built-up  Area,Ready To Move,2,1125.175809,"Bandepalya,Bangalore",2,12.96991,77.59796,1,56
Super built-up  Area,Ready To Move,2,1015.113918,"Mira Road,Maharashtra",2,19.283359,72.864964,1,90
Super built-up  Area,18-Apr,2,1200.417537,"Katara Hills,Bhopal",2,23.185756,77.498465,1,23
Plot  Area,Ready To Move,1,1060.147122,"Devanahalli,Bangalore",2,13.23,77.7,2,49
Plot  Area,Ready To Move,3,1654.846336,"Kakkanad,Kochi",4,9.930471,76.271273,3,70
Super built-up  Area,Ready To Move,3,1175.121811,"Rajarhat,Kolkata",3,22.54111,88.33778,2,41
Plot  Area,Ready To Move,1,412.0213282,"Khodiyar Nagar,Vapi",4,20.379289,72.932048,1,8.5
Super built-up  Area,Ready To Move,3,1877.435352,"Sama Savli Road,Vadodara",3,22.340396,73.19706,2,53
Super built-up  Area,Ready To Move,2,1150.121065,"TC Palaya,Bangalore",2,50.817397,4.42145,2,38
Super built-up  Area,Ready To Move,2,910.0529101,"Vimal Nagar,Rajkot",2,22.281878,70.752639,2,43
Super built-up  Area,Ready To Move,2,1080,"KR Puram,Bangalore",2,13.010349,77.712151,1,32.4
Built-up  Area,Ready To Move,3,1902.843071,"Binny Pete,Bangalore",3,12.96991,77.59796,2,170
Super built-up  Area,20-Mar,1,850.4606662,"Bicholi Mardana,Indore",2,22.1764,75.8193,1,12
Plot  Area,Ready To Move,2,1051.223242,"Thane West,Lalitpur",4,19.18,72.96333,2,110
Super built-up  Area,Ready To Move,2,945.0617925,"Ghodbunder Road,Lalitpur",2,24.69028,78.41889,2,91
Super built-up  Area,Ready To Move,2,570.0958798,"Ashoka Garden,Bhopal",3,23.259859,77.427777,2,22
Super built-up  Area,19-Dec,2,1050.070432,"Sector 19 Ulwe,Maharashtra",2,19.049989,73.077321,1,82
Built-up  Area,Ready To Move,2,1785.060417,"Andheri (East),Mumbai",2,19.1145,72.8712,2,390
Super built-up  Area,Ready To Move,2,800,"Garia,Kolkata",6,22.403867,88.470006,2,35
Super built-up  Area,Ready To Move,2,750.0551511,"Kengeri,Bangalore",3,12.919987,77.489265,3,34
Plot  Area,18-Mar,2,1129.908619,"Sector-16 Ulwe,Lalitpur",2,28.409274,77.322293,0,91.5
Carpet  Area,Ready To Move,4,2857.142857,"Bicholi Mardana,Indore",2,22.1764,75.8193,3,120
Super built-up  Area,Ready To Move,2,896.6801117,"Zirakpur,Chandigarh",2,30.662283,76.822397,2,28.9
Super built-up  Area,Ready To Move,2,900.116144,"Udaya Nagar,Bangalore",2,16.198332,77.34239,2,31
Built-up  Area,Ready To Move,3,1870.32419,"Kundli,Sonipat",3,28.874383,77.113251,1,75
Super built-up  Area,21-Dec,2,1288.102262,"Hennur Road,Bangalore",,13.0306,77.6485,,78.6
Super built-up  Area,Ready To Move,4,2461.538462,"Vaishali Nagar,Jaipur",2,26.91868,75.750399,2,160
Plot  Area,Ready To Move,2,1066.408143,"Bhayli,Vadodara",2,22.288976,73.128222,0,22
Super built-up  Area,18-Jun,4,4299.996417,"Andheri (West),Mumbai",3,19.139348,72.820458,1,1200
Super built-up  Area,Ready To Move,2,816.8491699,"Worli,Lalitpur",3,19.0167,72.8167,0,370
Plot  Area,18-Dec,2,1261.625556,"Kundli,Sonipat",3,28.874383,77.113251,2,31.2
Built-up  Area,Ready To Move,2,1160.092807,"Kodigehalli,Bangalore",2,13.0583,77.5732,1,45
Super built-up  Area,Ready To Move,2,828.7063893,"Kurar Village,Lalitpur",2,12.91668,77.59196,1,100
Carpet  Area,Ready To Move,3,2015.021066,"KR Puram,Bangalore",3,13.010349,77.712151,2,110
Super built-up  Area,Ready To Move,3,2765.784114,"Ajmer Road,Jaipur",2,26.928785,75.828002,3,67.9
Super built-up  Area,18-May,2,790.0334245,"Phase 1 Kammasandra,Bangalore",1,12.863492,77.74143,1,26
Plot  Area,Ready To Move,3,1358.024691,"Ekkaduthangal,Chennai",3,13.09,80.27,2,110
Super built-up  Area,Ready To Move,1,850.1594049,"Harinagar,Surat",3,21.800275,72.604993,1,24
Super built-up  Area,21-Dec,2,1115.075825,"Sector 21 Ulwe,Mumbai",2,18.973908,73.025106,2,100
Super built-up  Area,Ready To Move,1,406.3088686,"DN Nagar,Maharashtra",5,20.742166,80.104602,3,110
Super built-up  Area,18-Aug,2,1080.080235,"Kasba,Kolkata",2,22.519728,88.38573,1,70
Super built-up  Area,Ready To Move,4,3621.234302,"Nagavarapalya,Bangalore",2,12.96991,77.59796,2,470
Super built-up  Area,Ready To Move,6,10050.25126,"Sector-124 Noida,Noida",3,28.548382,77.327819,0,1200
Plot  Area,Ready To Move,3,1150.0069,"Chembur,Maharashtra",4,19.05871,72.89969,2,250
Built-up  Area,Ready To Move,3,2489.40678,"Doddanekundi,Bangalore",1,12.980033,77.699328,1,94
Super built-up  Area,Ready To Move,3,1894.179894,"Naini,Allahabad",2,25.3945,81.8615,1,53.7
Super built-up  Area,18-Mar,4,4000,"Sector-4 Vaishali,Ghaziabad",1,28.644695,77.338956,0,140
Built-up  Area,Ready To Move,2,1269.146608,"Bicholi Hapsi,Indore",2,22.727017,75.934041,3,40.6
Super built-up  Area,Ready To Move,4,3458.366587,"Sector-78 Noida,Noida",2,28.560719,77.386208,2,260
Built-up  Area,Ready To Move,2,835.2668213,"Naya Raipur,Raipur",2,29.9055,75.2547,2,25.2
Super built-up  Area,Ready To Move,2,1185.146168,"Rajarhat,Kolkata",2,22.54111,88.33778,1,90
Super built-up  Area,Ready To Move,3,1289.872756,"Devanahalli,Bangalore",5,13.23,77.7,2,74
Built-up  Area,Ready To Move,3,2100,"MG Road,Kochi",2,11.931023,79.828222,2,210
Super built-up  Area,Ready To Move,4,3167.898627,"Pal Gam,Surat",2,21.189685,72.841062,1,150
Super built-up  Area,19-Mar,4,433333.3333,"Mulanthuruthy,Kochi",3,9.893479,76.408774,2,65
Super built-up  Area,Ready To Move,2,845.007783,"Kundrathur,Chennai",2,12.9974,80.0966,2,38
Super built-up  Area,Ready To Move,1,850,"ZAGADE WASTI,Pune",2,21,77,1,27.2
Super built-up  Area,Ready To Move,2,923.0100988,"Ghodbunder Road,Lalitpur",3,24.69028,78.41889,2,85
Super built-up  Area,18-May,3,1490.312966,"Ramavarappadu,Vijayawada",1,16.531879,80.670951,0,60
Super built-up  Area,Ready To Move,3,1480.019734,"Radha Vihar,Jaipur",3,26.222384,85.862108,2,60
Super built-up  Area,18-May,3,1510.159253,"Begur Road,Bangalore",3,12.8706,77.6279,0,110
Super built-up  Area,Ready To Move,1,453.0166793,"Kolshet Road,Lalitpur",3,24.69028,78.41889,2,66
Built-up  Area,Ready To Move,2,999.6079969,"Dabhoi,Vadodara",2,22.12947,73.41756,,25.5
Plot  Area,19-Jan,2,1000,"Narendra Nagar,Nagpur",1,21.105779,79.078497,1,30
Super built-up  Area,Ready To Move,3,1350.135014,"Electronics City Phase 1,Bangalore",2,12.840956,77.659441,2,60
Built-up  Area,Ready To Move,3,1231.578947,"Kudlu,Bangalore",2,12.88784,77.654131,1,46.8
Super built-up  Area,Ready To Move,2,829.8850575,"Mangadu,Chennai",2,13.034709,80.105584,1,36.1
Built-up  Area,20-Dec,2,1069.782752,"Crossing Republik,Ghaziabad",3,28.629811,77.434197,2,32.5
Built-up  Area,Ready To Move,1,610.0273241,"Bhandup (West),Maharashtra",2,19.147866,72.932609,0,96
Super built-up  Area,21-Jun,4,2030.205496,"Sector-91 Mohali,Mohali",3,30.698017,76.679016,2,82
Built-up  Area,Ready To Move,2,978.7377658,"Sector 77 Faridabad,Faridabad",2,28.368269,77.37273,1,29
Super built-up  Area,Ready To Move,3,1503.225806,"Vaishali Nagar,Jaipur",2,26.91868,75.750399,2,46.6
Super built-up  Area,Ready To Move,2,804.8649615,"Bannerghatta Road,Bangalore",2,12.808137,77.58308,1,45
Super built-up  Area,18-Aug,3,1400.051854,"Gopabandhu Nagar,Berhampur",3,20.277511,85.810411,3,54
Super built-up  Area,Ready To Move,2,1251.091068,"Sarthana Jakatnaka,Surat",2,21.235342,72.917751,2,43
Built-up  Area,Ready To Move,3,1850.424056,"Alwar Bypass Road,Bhiwadi",2,28.2102,76.8606,1,48
Built-up  Area,Ready To Move,2,711.0877008,"Anekal,Bangalore",2,12.732961,77.707059,1,27
Built-up  Area,Ready To Move,1,540.0540054,"Shalimar Garden Extension I,Ghaziabad",2,28.689982,77.339807,2,24
Super built-up  Area,Ready To Move,2,748,"Baguihati,Kolkata",3,22.617564,88.427982,,18.7
Built-up  Area,Ready To Move,2,1166.039111,"Yemlur,Bangalore",2,12.96991,77.59796,1,96
Super built-up  Area,Ready To Move,2,943.057302,"Powai,Mumbai",3,19.12,72.91,1,210
Super built-up  Area,Ready To Move,3,1700.071582,"Hazra Road,Kolkata",3,22.221142,88.281267,2,190
Super built-up  Area,Ready To Move,4,2175.202689,"Raj Nagar Extension,Ghaziabad",4,26.900926,75.775927,1,110
Plot  Area,Ready To Move,3,2181.818182,"S T Bed colony koramangala,Bangalore",2,12.9259,77.6229,1,240
Super built-up  Area,Ready To Move,3,1700.071582,"Sitapur National Highway,Lucknow",4,27.56667,80.68333,1,95
Super built-up  Area,Ready To Move,2,1080.246914,"Satgaon,Guwahati",2,26.157856,91.827348,1,35
Plot  Area,Ready To Move,3,1276.127613,"Hebbal,Bangalore",2,13.04034,77.591347,0,58
Plot  Area,Ready To Move,3,2735.016019,"Dairy Circle,Bangalore",2,12.96991,77.59796,0,350
Super built-up  Area,Ready To Move,2,988.0395216,"Powai,Lalitpur",3,19.12,72.91,2,190
Super built-up  Area,19-Jan,3,935.0788138,"Tollygunge,Kolkata",6,22.5,88.35,3,35
Plot  Area,Ready To Move,1,550.0207555,"Sector-23 Juinagar,Mumbai",1,19.050992,73.017947,1,53
Super built-up  Area,Ready To Move,2,1094.890511,"Sector-88 Mohali,Mohali",1,30.684523,76.691728,0,51
Super built-up  Area,Ready To Move,5,6397.725253,"Suraj Kund,Faridabad",2,28.488415,77.285903,,360
Super built-up  Area,Ready To Move,2,1150.01465,"Keshav Nagar,Pune",2,27.16726,75.709505,1,78.5
Plot  Area,Ready To Move,2,936.1348034,"Ramanathapuram,Coimbatore",7,10.999392,76.997254,3,45
Super built-up  Area,Ready To Move,2,1150.030066,"Wakad,Pune",3,18.5993,73.7625,3,76.5
Built-up  Area,Ready To Move,4,3810.431055,"Hebbal,Bangalore",3,13.04034,77.591347,2,320
Super built-up  Area,Ready To Move,2,1173.020528,"Telephone Nagar,Chennai",2,10.036626,77.482482,2,84
Plot  Area,Ready To Move,4,2541.699762,"Karapakkam,Chennai",3,12.925027,80.235348,2,160
Plot  Area,17-Dec,2,950.1648245,"Sector-51 Noida,Noida",2,28.535783,77.400502,1,49
Built-up  Area,18-Aug,2,1045.12276,"Suddaguntepalya,C V Raman Nagar,Bangalore",2,12.985206,77.663799,2,63
Plot  Area,Ready To Move,3,1969.667126,"Hinjewadi Phase 1,Pune",2,18.5853,73.7413,0,100
Super built-up  Area,Ready To Move,2,930.0661778,"Mhasoba Nagar,Pune",4,20.042481,74.473635,2,52
Super built-up  Area,18-Oct,2,1071.080818,"Dombivli (East),Lalitpur",2,19.2167,73.0833,1,55
Super built-up  Area,Ready To Move,3,1400.208986,"Sector-66b Mohali,Mohali",2,30.651192,76.755011,1,67
Built-up  Area,Ready To Move,2,1176.470588,"Mahesh Nagar,Mumbai",2,30.387136,75.865105,2,200
Plot  Area,Ready To Move,4,1925.925926,"Sector-49 Chandigarh,Chandigarh",5,30.692243,76.750614,3,130
Super built-up  Area,17-Jul,2,1053.001053,"G-303, Mahalaxmi 2, Pethapur Crossing, Gandhinagar,Gandhinagar",3,23.19635,72.633149,2,30
Super built-up  Area,Ready To Move,2,1051.156272,"Lake City,Bangalore",2,12.96991,77.59796,2,45
Super built-up  Area,Ready To Move,2,988.5365491,"Bavdhan,Pune",2,18.510418,73.781944,1,66.4
Super built-up  Area,Ready To Move,2,1300.034211,"Selvapuram,Coimbatore",3,11,76.96667,2,38
Built-up  Area,16-Mar,2,850.0028333,"Balkum,Lalitpur",2,24.69028,78.41889,0,150
Super built-up  Area,Ready To Move,2,948.6166008,"NH-24 Highway,Ghaziabad",2,28.66667,77.41667,3,31.2
Super built-up  Area,Ready To Move,3,1760.198799,"Kakkanad,Kochi",2,9.930471,76.271273,2,85
Super built-up  Area,Ready To Move,2,850.1259446,"Alwar Bhiwadi Road,Bhiwadi",2,28.21,76.87,2,27
Plot  Area,Ready To Move,1,654.9646319,"Sector 19 Ulwe,Mumbai",8,19.049989,73.077321,,50
Super built-up  Area,Ready To Move,2,1050.019091,"Dahisar (East),Lalitpur",4,19.256471,72.868815,,110
Super built-up  Area,Ready To Move,3,1267.05653,"Opposite Civil Hospital,Roorkee",3,31.325966,75.573641,2,65
Super built-up  Area,18-Jul,3,1150.086256,"Shyam Nagar,Jaipur",3,26.809242,75.741434,2,40
Super built-up  Area,Ready To Move,3,844.8442017,"Sector 86 Faridabad,Faridabad",1,28.406388,77.342588,1,26.3
Plot  Area,Ready To Move,2,1075.268817,"Sector 34 Kamothe,Lalitpur",4,28.583704,77.360401,3,100
Plot  Area,Ready To Move,2,1016.191315,"Chembur (East),Lalitpur",4,19.05871,72.89969,3,150
Super built-up  Area,Ready To Move,3,900.3760394,"Goregaon (East),Lalitpur",2,19.1615,72.8731,1,170
Super built-up  Area,Ready To Move,3,2058.11138,"Sector-107 Noida,Noida",2,28.546788,77.378494,1,170
Super built-up  Area,Ready To Move,4,6000,"Sector-124 Noida,Noida",2,28.548382,77.327819,3,750
Super built-up  Area,Ready To Move,2,950.1187648,"Ayyanthole,Thrissur",3,10.526103,76.19383,2,36
Super built-up  Area,Ready To Move,3,2015.983872,"Rajaji Nagar,Bangalore",2,12.9847,77.5491,1,280
Super built-up  Area,Ready To Move,2,749.4004796,"Amroli,Surat",2,21.23994,72.85652,2,12.5
Built-up  Area,18-Apr,4,3045.878546,"Sector-102 Gurgaon,Gurgaon",1,28.47944,76.971432,1,160
Super built-up  Area,Ready To Move,2,1303.707063,"Andheri (East),Lalitpur",3,19.1145,72.8712,2,230
Super built-up  Area,Ready To Move,2,936.0223873,"Kolshet Road,Lalitpur",3,24.69028,78.41889,2,97
Super built-up  Area,Ready To Move,2,1100.375738,"Jagatpura,Jaipur",2,26.832353,75.841749,1,20.5
Plot  Area,Ready To Move,2,704.0070843,"Karayanchavadi,Chennai",3,13.04724,80.111421,2,31.8
Super built-up  Area,18-Sep,3,2000,"Thevara,Kochi",2,9.935413,76.298608,1,130
Plot  Area,Ready To Move,3,1678.657074,"Sector - 22 Dharuhera,Dharuhera",4,28.595305,77.347365,2,63
Super built-up  Area,Ready To Move,1,411.1662322,"New Panvel,Mumbai",2,18.966114,73.148278,2,48.9
Built-up  Area,Ready To Move,2,950.0285009,"Sector-75 Noida,Noida",4,28.576117,77.382136,3,50
Super built-up  Area,18-May,5,4787.552364,"Hebbal,Bangalore",2,13.04034,77.591347,2,480
Super built-up  Area,Ready To Move,1,630.2521008,"Rudreshawar Chowk,Latur",3,18.4,76.58333,2,13.5
Super built-up  Area,18-Apr,3,1823.154057,"Dobarwadi,Pune",2,18.52361,73.84778,1,160
Super built-up  Area,Ready To Move,3,2250.692521,"Dera Bassi,Chandigarh",9,30.594843,76.84983,3,65
Super built-up  Area,Ready To Move,3,1399.941055,"band garden road,Pune",3,18.531343,73.877715,0,190
Super built-up  Area,18-May,3,1635.055592,"Sinthan Nagar,Bangalore",2,12.96991,77.59796,1,100
Super built-up  Area,Ready To Move,3,1896.878772,"Sector-79 Gurgaon,Gurgaon",2,28.362327,76.979049,1,110
Built-up  Area,Ready To Move,3,1600,"Bhandup (West),Mumbai",2,19.147866,72.932609,2,250
Built-up  Area,Ready To Move,3,1447.054818,"New Alipore,Kolkata",2,22.53028,88.33417,2,85
Super built-up  Area,Ready To Move,3,1640.112465,"Gulimangala,Bangalore",2,12.846186,77.693554,2,70
Super built-up  Area,18-Dec,2,1110.053917,"Taloja,Lalitpur",2,24.69028,78.41889,2,70
Super built-up  Area,Ready To Move,4,3333.333333,"Sector-108 Noida,Noida",3,28.526624,77.376718,3,250
Super built-up  Area,Ready To Move,3,2708.070049,"Talaghattapura,Bangalore",2,12.8682,77.5321,1,300
Plot  Area,Ready To Move,1,410.0461302,"Sushant Golf City,Lucknow",4,26.781748,81.006714,2,16
Plot  Area,Ready To Move,3,1512.401694,"Tulaja Bhawani Nagar,Pune",2,20.029201,73.787918,0,100
Super built-up  Area,Ready To Move,2,912.0620202,"Sector 8 Airoli,Mumbai",2,19.216097,72.821721,1,120
Built-up  Area,Ready To Move,2,795.097423,"Shree Ananth Nagar Layout,Bangalore",4,21.19233,79.062102,1,25.3
